Issue_URL,Label1,Label2,Label3,Label4,Label5,Label6,Label7,Final_Label
https://github.com/mindspore-lab/mindnlp/issues/1984,B.1,B.1,B.4,B.1,B.1,B.1,B.2,B.1
https://github.com/mindspore-lab/mindnlp/issues/1983,B.1,B.1,B.1,C.3,B.1,B.1,B.2,B.1
https://github.com/mindspore-lab/mindnlp/issues/1982,B.2,B.2,B.2,B.2,B.2,B.2,B.2,B.2
https://github.com/mindspore-lab/mindnlp/issues/1981,B.1,B.4,B.4,B.4,B.4,B.4,B.4,B.4
https://github.com/mindspore-lab/mindnlp/issues/1980,C.5,C.9,C.5,B.2,C.10,C.5,C.5,C.5
https://github.com/mindspore-lab/mindnlp/issues/1979,C.5,C.9,C.5,C.5,C.5,C.5,C.5,C.5
https://github.com/mindspore-lab/mindnlp/issues/1978,B.3,B.3,B.3,B.3,B.3,B.3,B.2,B.3
https://github.com/mindspore-lab/mindnlp/issues/1977,C.5,C.5,C.4,C.5,C.5,C.5,C.5,C.5
https://github.com/mindspore-lab/mindnlp/issues/1976,B.1,B.4,B.2,B.1,B.1,B.1,B.1,B.1
https://github.com/mindspore-lab/mindnlp/issues/1975,B.2,B.2,B.2,B.2,B.2,B.2,B.2,B.2
https://github.com/mindspore-lab/mindnlp/issues/1974,B.2,B.2,B.2,B.2,B.4,B.2,B.2,B.2
https://github.com/mindspore-lab/mindnlp/issues/1973,C.5,C.5,C.5,C.5,C.9,C.3,C.5,C.5
https://github.com/mindspore-lab/mindnlp/issues/1972,B.2,B.2,B.1,B.2,B.2,B.2,B.2,B.2
https://github.com/mindspore-lab/mindnlp/issues/1971,B.4,B.4,B.3,B.4,B.4,B.4,B.4,B.4
https://github.com/mindspore-lab/mindnlp/issues/1970,B.3,C.5,B.3,B.3,B.4,B.3,B.1,B.3
https://github.com/mindspore-lab/mindnlp/issues/1969,A.4,A.3,A.3,A.3,A.3,A.3,A.3,A.3
https://github.com/mindspore-lab/mindnlp/issues/1968,C.5,C.5,C.5,B.3,C.5,C.5,C.5,C.5
https://github.com/mindspore-lab/mindnlp/issues/1967,C.5,C.5,C.5,C.1,C.8,B.2,C.5,C.5
https://github.com/mindspore-lab/mindnlp/issues/1966,B.2,B.2,B.2,B.2,B.2,B.4,B.2,B.2
https://github.com/mindspore-lab/mindnlp/issues/1965,B.3,B.2,B.2,B.2,B.2,B.2,B.2,B.2
https://github.com/mindspore-lab/mindnlp/issues/1964,C.5,C.8,C.8,C.5,B.2,C.5,C.5,C.5
https://github.com/mindspore-lab/mindnlp/issues/1963,B.1,B.1,B.1,C.6,B.1,B.1,B.1,B.1
https://github.com/mindspore-lab/mindnlp/issues/1962,C.4,C.10,C.4,C.4,C.4,C.4,C.4,C.4
https://github.com/mindspore-lab/mindnlp/issues/1961,B.1,B.1,B.1,B.1,B.1,B.1,B.1,B.1
https://github.com/mindspore-lab/mindnlp/issues/1960,C.6,C.6,C.6,C.6,C.6,C.1,C.6,C.6
https://github.com/mindspore-lab/mindnlp/issues/1959,C.1,B.1,B.2,B.2,B.2,B.2,B.2,B.2
https://github.com/mindspore-lab/mindnlp/issues/1958,C.5,C.9,C.5,C.5,C.5,C.5,C.5,C.5
https://github.com/mindspore-lab/mindnlp/issues/1957,B.3,C.5,C.5,C.5,C.5,C.5,C.5,C.5
https://github.com/mindspore-lab/mindnlp/issues/1956,B.2,B.2,B.2,B.2,B.2,B.2,B.2,B.2
https://github.com/mindspore-lab/mindnlp/issues/1955,C.6,C.6,B.3,C.6,C.8,C.6,C.6,C.6
https://github.com/mindspore-lab/mindnlp/issues/1954,B.2,B.2,B.2,B.2,B.2,B.2,B.2,B.2
https://github.com/mindspore-lab/mindnlp/issues/1953,B.2,B.2,B.4,B.2,C.6,B.2,B.2,B.2
https://github.com/mindspore-lab/mindnlp/issues/1952,B.2,B.2,B.2,B.2,B.2,C.5,B.2,B.2
https://github.com/mindspore-lab/mindnlp/issues/1951,B.2,B.2,B.1,B.2,B.2,B.2,B.2,B.2
https://github.com/mindspore-lab/mindnlp/issues/1950,C.5,C.5,C.5,C.6,C.5,C.5,C.5,C.5
https://github.com/mindspore-lab/mindnlp/issues/1949,B.2,B.4,B.2,B.4,B.2,B.2,B.2,B.2
https://github.com/mindspore-lab/mindnlp/issues/1948,B.2,B.2,B.2,B.3,B.2,C.5,B.2,B.2
https://github.com/mindspore-lab/mindnlp/issues/1947,B.2,B.2,B.4,B.2,B.2,B.2,B.2,B.2
https://github.com/mindspore-lab/mindnlp/issues/1946,B.2,B.2,B.2,B.2,B.2,B.2,C.5,B.2
https://github.com/mindspore-lab/mindnlp/issues/1945,C.2,C.6,C.6,C.6,C.6,C.4,C.6,C.6
https://github.com/mindspore-lab/mindnlp/issues/1944,C.8,C.9,C.8,C.9,C.9,C.9,C.9,C.9
https://github.com/mindspore-lab/mindnlp/issues/1943,B.1,B.1,B.1,B.3,C.5,B.1,B.1,B.1
https://github.com/mindspore-lab/mindnlp/issues/1942,B.4,C.5,B.2,B.2,B.2,B.2,B.2,B.2
https://github.com/mindspore-lab/mindnlp/issues/1941,C.9,C.9,C.9,C.1,C.9,C.9,C.1,C.9
https://github.com/mindspore-lab/mindnlp/issues/1940,C.5,C.5,C.5,C.5,B.2,C.5,C.5,C.5
https://github.com/mindspore-lab/mindnlp/issues/1939,B.2,B.3,B.2,B.2,C.5,B.2,B.2,B.2
https://github.com/mindspore-lab/mindnlp/issues/1938,C.7,C.5,C.5,C.5,C.5,C.5,B.2,C.5
https://github.com/mindspore-lab/mindnlp/issues/1937,B.2,B.3,C.5,B.2,B.2,B.2,B.2,B.2
https://github.com/mindspore-lab/mindnlp/issues/1936,B.4,B.4,B.3,B.4,B.4,B.4,B.4,B.4
https://github.com/mindspore-lab/mindnlp/issues/1935,B.3,B.2,B.4,B.2,B.2,B.2,B.2,B.2
https://github.com/mindspore-lab/mindnlp/issues/1934,C.5,C.5,C.5,C.6,C.5,C.5,B.2,C.5
https://github.com/mindspore-lab/mindnlp/issues/1933,B.1,C.5,B.2,B.2,B.2,B.2,B.2,B.2
https://github.com/mindspore-lab/mindnlp/issues/1932,B.4,B.4,B.1,B.2,B.4,B.4,C.9,B.4
https://github.com/mindspore-lab/mindnlp/issues/1931,B.2,B.2,B.2,C.5,B.2,B.2,B.2,B.2
https://github.com/mindspore-lab/mindnlp/issues/1930,B.2,B.2,B.2,B.1,B.4,B.2,B.1,B.2
https://github.com/mindspore-lab/mindnlp/issues/1929,C.5,C.5,C.5,C.9,C.5,C.5,C.8,C.5
https://github.com/mindspore-lab/mindnlp/issues/1928,C.5,B.2,C.5,C.9,C.9,C.5,C.5,C.5
https://github.com/mindspore-lab/mindnlp/issues/1927,B.2,B.2,B.2,B.2,B.2,B.2,B.3,B.2
https://github.com/mindspore-lab/mindnlp/issues/1926,B.3,C.7,B.3,B.2,B.3,B.3,B.3,B.3
https://github.com/mindspore-lab/mindnlp/issues/1925,B.2,C.5,C.5,C.9,C.5,C.5,C.5,C.5
https://github.com/mindspore-lab/mindnlp/issues/1924,B.2,B.2,B.2,B.2,B.2,B.3,B.2,B.2
https://github.com/mindspore-lab/mindnlp/issues/1923,C.4,C.4,C.4,C.10,C.4,C.4,C.6,C.4
https://github.com/mindspore-lab/mindnlp/issues/1922,C.9,C.9,C.9,C.9,C.2,C.7,C.9,C.9
https://github.com/mindspore-lab/mindnlp/issues/1921,B.4,B.3,B.4,B.4,B.1,B.1,B.4,B.4
https://github.com/mindspore-lab/mindnlp/issues/1920,B.2,B.2,C.5,B.2,B.2,B.2,B.3,B.2
https://github.com/mindspore-lab/mindnlp/issues/1919,B.1,B.2,B.2,B.2,B.2,B.2,B.2,B.2
https://github.com/mindspore-lab/mindnlp/issues/1918,C.5,C.5,C.5,C.5,C.9,C.5,C.5,C.5
https://github.com/mindspore-lab/mindnlp/issues/1917,B.1,B.1,B.1,B.1,B.1,B.1,B.2,B.1
https://github.com/mindspore-lab/mindnlp/issues/1916,B.2,B.2,B.2,B.2,B.2,B.1,B.2,B.2
https://github.com/mindspore-lab/mindnlp/issues/1915,B.2,B.2,B.2,B.2,B.2,B.2,B.4,B.2
https://github.com/mindspore-lab/mindnlp/issues/1914,B.4,B.3,B.3,B.3,B.3,B.3,B.3,B.3
https://github.com/mindspore-lab/mindnlp/issues/1913,C.4,C.5,C.5,C.5,C.5,C.5,B.2,C.5
https://github.com/mindspore-lab/mindnlp/issues/1912,B.2,B.2,B.2,B.2,B.1,B.2,B.2,B.2
https://github.com/mindspore-lab/mindnlp/issues/1911,B.2,B.2,B.2,C.5,B.2,B.2,B.3,B.2
https://github.com/mindspore-lab/mindnlp/issues/1910,B.2,B.2,B.2,B.2,B.2,B.2,B.2,B.2
https://github.com/mindspore-lab/mindnlp/issues/1909,B.1,B.2,B.1,B.1,B.1,B.1,B.1,B.1
https://github.com/mindspore-lab/mindnlp/issues/1908,B.2,B.2,B.2,B.2,B.3,B.2,B.2,B.2
https://github.com/mindspore-lab/mindnlp/issues/1907,C.5,C.5,C.5,C.5,C.5,B.2,C.5,C.5
https://github.com/mindspore-lab/mindnlp/issues/1906,C.9,C.9,C.2,C.4,C.9,C.9,C.9,C.9
https://github.com/mindspore-lab/mindnlp/issues/1905,C.5,C.5,C.5,C.2,C.5,C.5,C.1,C.5
https://github.com/mindspore-lab/mindnlp/issues/1904,B.2,B.3,B.2,B.4,B.4,B.2,B.2,B.2
https://github.com/mindspore-lab/mindnlp/issues/1903,B.1,B.2,B.2,B.2,B.1,B.2,B.3,B.2
https://github.com/mindspore-lab/mindnlp/issues/1902,C.9,C.9,C.5,C.9,C.3,C.6,C.9,C.9
https://github.com/mindspore-lab/mindnlp/issues/1901,B.2,B.2,B.2,B.2,B.3,B.1,B.3,B.2
https://github.com/mindspore-lab/mindnlp/issues/1900,B.1,B.1,B.1,C.5,B.3,B.1,B.1,B.1
https://github.com/mindspore-lab/mindnlp/issues/1899,B.3,B.3,B.3,B.3,B.3,B.3,B.3,B.3
https://github.com/mindspore-lab/mindnlp/issues/1898,B.3,B.1,C.9,B.1,B.2,B.1,B.1,B.1
https://github.com/mindspore-lab/mindnlp/issues/1897,C.5,C.5,C.5,C.4,C.5,C.5,C.2,C.5
https://github.com/mindspore-lab/mindnlp/issues/1896,B.2,B.2,B.2,B.4,B.2,B.2,B.2,B.2
https://github.com/mindspore-lab/mindnlp/issues/1895,C.5,C.5,C.5,C.2,C.5,C.5,C.9,C.5
https://github.com/mindspore-lab/mindnlp/issues/1894,C.5,B.1,B.1,B.1,B.1,B.2,B.1,B.1
https://github.com/mindspore-lab/mindnlp/issues/1893,C.9,C.1,C.9,C.9,C.9,C.9,C.9,C.9
https://github.com/mindspore-lab/mindnlp/issues/1892,C.5,B.2,C.5,C.3,C.8,C.5,C.5,C.5
https://github.com/mindspore-lab/mindnlp/issues/1891,C.9,C.9,C.9,C.9,C.9,C.9,C.5,C.9
https://github.com/mindspore-lab/mindnlp/issues/1890,C.5,C.5,C.5,C.2,C.8,C.5,C.5,C.5
https://github.com/mindspore-lab/mindnlp/issues/1889,C.5,C.5,C.5,C.4,C.5,C.8,C.5,C.5
https://github.com/mindspore-lab/mindnlp/issues/1888,B.1,B.2,B.1,B.1,B.1,B.4,B.2,B.1
https://github.com/mindspore-lab/mindnlp/issues/1887,C.3,C.2,C.3,C.8,C.3,C.3,C.5,C.3
https://github.com/mindspore-lab/mindnlp/issues/1886,C.10,C.5,C.5,C.5,C.5,C.5,C.5,C.5
https://github.com/mindspore-lab/mindnlp/issues/1885,B.1,B.1,C.9,B.1,B.1,B.1,B.1,B.1
https://github.com/mindspore-lab/mindnlp/issues/1884,B.3,B.1,B.3,B.3,B.3,B.3,B.3,B.3
https://github.com/mindspore-lab/mindnlp/issues/1883,C.9,C.9,C.9,C.9,C.7,C.9,C.9,C.9
https://github.com/mindspore-lab/mindnlp/issues/1882,B.3,B.3,B.3,B.3,B.3,B.3,C.5,B.3
https://github.com/mindspore-lab/mindnlp/issues/1881,C.3,C.3,C.3,C.3,C.3,C.1,C.3,C.3
https://github.com/mindspore-lab/mindnlp/issues/1880,B.2,B.4,B.2,B.2,B.2,B.2,B.3,B.2
https://github.com/mindspore-lab/mindnlp/issues/1879,C.5,C.5,C.5,C.5,C.5,C.5,C.2,C.5
https://github.com/mindspore-lab/mindnlp/issues/1878,C.5,C.5,C.5,C.9,C.5,C.5,C.5,C.5
https://github.com/mindspore-lab/mindnlp/issues/1877,C.8,C.2,C.8,C.8,C.9,C.5,C.8,C.8
https://github.com/mindspore-lab/mindnlp/issues/1876,C.5,C.3,C.5,C.5,C.5,C.9,C.8,C.5
https://github.com/mindspore-lab/mindnlp/issues/1875,C.8,C.10,C.8,C.8,C.9,C.8,C.8,C.8
https://github.com/mindspore-lab/mindnlp/issues/1874,C.9,C.9,C.9,C.9,C.9,C.9,C.9,C.9
https://github.com/mindspore-lab/mindnlp/issues/1873,C.4,C.4,C.4,C.4,C.4,C.10,C.4,C.4
https://github.com/mindspore-lab/mindnlp/issues/1872,C.4,C.4,C.4,C.6,C.6,C.4,C.4,C.4
https://github.com/mindspore-lab/mindnlp/issues/1871,C.5,C.5,C.5,C.5,C.5,C.5,C.3,C.5
https://github.com/mindspore-lab/mindnlp/issues/1870,B.1,B.2,B.2,B.2,B.2,B.2,B.2,B.2
https://github.com/mindspore-lab/mindnlp/issues/1869,B.1,B.1,B.1,B.1,B.1,B.1,B.1,B.1
https://github.com/mindspore-lab/mindnlp/issues/1868,C.6,C.6,C.3,C.6,C.6,C.9,C.10,C.6
https://github.com/mindspore-lab/mindnlp/issues/1867,B.2,B.1,B.2,B.2,B.3,B.2,B.2,B.2
https://github.com/mindspore-lab/mindnlp/issues/1866,B.2,B.2,B.2,B.2,B.2,B.2,B.2,B.2
https://github.com/mindspore-lab/mindnlp/issues/1865,B.2,B.2,B.2,B.2,B.4,B.1,B.2,B.2
https://github.com/mindspore-lab/mindnlp/issues/1864,B.2,B.2,B.2,B.2,B.2,B.2,B.2,B.2
https://github.com/mindspore-lab/mindnlp/issues/1863,C.5,C.10,C.5,C.5,C.5,C.5,C.5,C.5
https://github.com/mindspore-lab/mindnlp/issues/1862,B.2,B.2,B.2,B.2,C.7,B.1,B.1,B.2
https://github.com/mindspore-lab/mindnlp/issues/1861,C.9,C.9,C.9,C.2,C.9,C.9,C.9,C.9
https://github.com/mindspore-lab/mindnlp/issues/1860,C.5,C.5,C.5,C.5,C.5,C.8,C.5,C.5
https://github.com/mindspore-lab/mindnlp/issues/1859,B.1,B.1,B.1,C.5,B.1,B.1,B.1,B.1
https://github.com/mindspore-lab/mindnlp/issues/1858,B.1,B.1,B.1,B.1,B.1,B.1,B.1,B.1
https://github.com/mindspore-lab/mindnlp/issues/1857,C.3,C.3,C.3,C.2,C.3,C.3,C.5,C.3
https://github.com/mindspore-lab/mindnlp/issues/1856,B.2,B.2,B.2,B.2,B.2,B.2,B.4,B.2
https://github.com/mindspore-lab/mindnlp/issues/1855,C.5,C.5,C.5,C.5,C.5,C.5,C.5,C.5
https://github.com/mindspore-lab/mindnlp/issues/1854,B.3,B.2,B.2,B.2,B.2,B.2,B.2,B.2
https://github.com/mindspore-lab/mindnlp/issues/1853,C.4,C.4,C.3,C.4,C.4,C.7,C.1,C.4
https://github.com/mindspore-lab/mindnlp/issues/1852,B.2,B.1,B.2,B.2,B.2,B.2,B.2,B.2
https://github.com/mindspore-lab/mindnlp/issues/1851,B.2,B.2,B.2,B.1,B.2,B.2,B.2,B.2
https://github.com/mindspore-lab/mindnlp/issues/1850,B.3,B.3,B.3,B.1,B.3,B.3,B.3,B.3
https://github.com/mindspore-lab/mindnlp/issues/1849,C.9,C.9,C.9,C.9,C.9,C.9,C.1,C.9
https://github.com/mindspore-lab/mindnlp/issues/1848,C.5,C.5,C.5,C.5,C.5,C.5,C.5,C.5
https://github.com/mindspore-lab/mindnlp/issues/1847,B.1,B.4,B.1,B.1,C.3,B.3,B.1,B.1
https://github.com/mindspore-lab/mindnlp/issues/1846,B.4,B.4,B.4,B.3,B.3,B.4,B.4,B.4
https://github.com/mindspore-lab/mindnlp/issues/1845,B.3,B.3,B.3,B.3,B.3,B.3,B.3,B.3
https://github.com/mindspore-lab/mindnlp/issues/1844,B.2,B.2,B.1,B.2,B.2,C.5,B.2,B.2
https://github.com/mindspore-lab/mindnlp/issues/1843,C.5,C.5,C.5,C.5,C.7,C.5,C.5,C.5
https://github.com/mindspore-lab/mindnlp/issues/1842,B.2,B.2,B.2,B.2,B.4,B.2,B.2,B.2
https://github.com/mindspore-lab/mindnlp/issues/1841,B.4,B.1,B.1,B.1,B.1,C.9,B.1,B.1
https://github.com/mindspore-lab/mindnlp/issues/1840,B.1,B.1,B.2,B.1,B.1,B.1,B.1,B.1
https://github.com/mindspore-lab/mindnlp/issues/1839,B.2,B.2,B.2,B.2,B.3,B.2,B.4,B.2
https://github.com/mindspore-lab/mindnlp/issues/1838,C.4,C.4,C.5,C.4,C.4,C.4,C.4,C.4
https://github.com/mindspore-lab/mindnlp/issues/1837,C.6,C.6,C.8,C.6,C.6,C.2,C.4,C.6
https://github.com/mindspore-lab/mindnlp/issues/1836,C.5,C.5,C.5,C.5,C.5,C.10,B.3,C.5
https://github.com/mindspore-lab/mindnlp/issues/1835,B.2,B.1,B.2,B.2,B.2,B.2,B.2,B.2
https://github.com/mindspore-lab/mindnlp/issues/1834,B.3,B.1,B.3,B.3,B.3,B.3,B.3,B.3
https://github.com/mindspore-lab/mindnlp/issues/1833,C.5,C.2,C.5,C.5,C.5,C.5,C.5,C.5
https://github.com/mindspore-lab/mindnlp/issues/1832,B.2,B.2,B.2,B.2,B.2,B.2,B.2,B.2
https://github.com/mindspore-lab/mindnlp/issues/1831,B.2,C.6,B.2,B.2,B.2,B.2,B.2,B.2
https://github.com/mindspore-lab/mindnlp/issues/1830,B.3,B.3,B.2,B.3,B.2,B.3,B.3,B.3
https://github.com/mindspore-lab/mindnlp/issues/1829,B.2,B.2,B.2,B.3,B.2,B.2,B.2,B.2
https://github.com/mindspore-lab/mindnlp/issues/1828,C.1,C.5,C.5,C.5,C.5,C.4,C.5,C.5
https://github.com/mindspore-lab/mindnlp/issues/1827,B.1,B.1,B.2,B.1,C.8,B.1,B.1,B.1
https://github.com/mindspore-lab/mindnlp/issues/1826,B.2,B.2,B.3,B.2,B.2,B.2,B.2,B.2
https://github.com/mindspore-lab/mindnlp/issues/1825,C.9,C.9,C.9,C.1,C.3,C.9,C.9,C.9
https://github.com/mindspore-lab/mindnlp/issues/1824,C.5,C.5,C.2,C.3,C.5,C.10,C.5,C.5
https://github.com/mindspore-lab/mindnlp/issues/1823,C.5,C.5,C.5,C.5,C.5,C.5,C.10,C.5
https://github.com/mindspore-lab/mindnlp/issues/1822,C.3,C.9,C.9,C.9,C.6,C.9,C.9,C.9
https://github.com/mindspore-lab/mindnlp/issues/1821,B.1,B.1,B.1,C.5,B.1,B.3,B.1,B.1
https://github.com/mindspore-lab/mindnlp/issues/1820,C.5,C.5,C.5,C.5,C.4,C.6,C.5,C.5
https://github.com/mindspore-lab/mindnlp/issues/1819,B.2,B.2,B.2,B.2,B.2,B.2,B.2,B.2
https://github.com/mindspore-lab/mindnlp/issues/1818,C.5,C.5,C.5,C.5,C.5,B.3,C.5,C.5
https://github.com/mindspore-lab/mindnlp/issues/1817,B.1,B.1,B.1,B.1,B.1,C.8,B.1,B.1
https://github.com/mindspore-lab/mindnlp/issues/1816,C.4,C.4,C.4,B.3,C.4,C.4,C.2,C.4
https://github.com/mindspore-lab/mindnlp/issues/1815,C.5,C.6,C.5,C.5,C.5,C.5,C.7,C.5
https://github.com/mindspore-lab/mindnlp/issues/1814,B.3,B.2,B.3,B.2,B.2,B.2,B.2,B.2
https://github.com/mindspore-lab/mindnlp/issues/1813,B.3,B.3,B.3,B.3,B.3,B.3,B.3,B.3
https://github.com/mindspore-lab/mindnlp/issues/1812,B.2,B.2,B.2,B.2,B.3,B.2,B.4,B.2
https://github.com/mindspore-lab/mindnlp/issues/1811,B.2,B.2,B.2,B.2,B.2,B.2,B.2,B.2
https://github.com/mindspore-lab/mindnlp/issues/1810,B.2,B.2,B.2,B.2,B.2,B.2,B.2,B.2
https://github.com/mindspore-lab/mindnlp/issues/1809,B.2,C.9,B.2,B.2,B.2,B.2,B.2,B.2
https://github.com/mindspore-lab/mindnlp/issues/1808,C.4,C.5,C.5,C.5,C.5,C.5,C.5,C.5
https://github.com/mindspore-lab/mindnlp/issues/1807,B.2,B.2,B.2,B.2,B.2,B.2,B.3,B.2
https://github.com/mindspore-lab/mindnlp/issues/1806,C.9,C.9,C.7,C.9,C.9,C.9,C.4,C.9
https://github.com/mindspore-lab/mindnlp/issues/1805,B.2,B.2,B.2,B.2,B.2,B.2,B.2,B.2
https://github.com/mindspore-lab/mindnlp/issues/1804,B.4,B.4,B.4,B.4,B.4,B.4,B.4,B.4
https://github.com/mindspore-lab/mindnlp/issues/1803,B.2,B.2,C.5,B.4,B.3,B.2,B.2,B.2
https://github.com/mindspore-lab/mindnlp/issues/1802,B.1,B.1,B.1,B.1,B.1,B.1,B.1,B.1
https://github.com/mindspore-lab/mindnlp/issues/1801,B.2,B.2,B.2,B.2,B.2,B.2,B.2,B.2
https://github.com/mindspore-lab/mindnlp/issues/1800,B.2,B.2,B.2,B.2,B.2,B.1,B.2,B.2
https://github.com/mindspore-lab/mindnlp/issues/1799,B.2,B.1,B.4,C.5,B.2,B.2,B.2,B.2
https://github.com/mindspore-lab/mindnlp/issues/1798,B.1,B.2,B.1,B.2,B.1,B.2,B.2,B.2
https://github.com/mindspore-lab/mindnlp/issues/1797,B.2,B.2,B.2,B.3,B.2,B.2,B.2,B.2
https://github.com/mindspore-lab/mindnlp/issues/1796,C.9,C.9,C.9,C.9,C.9,C.9,C.1,C.9
https://github.com/mindspore-lab/mindnlp/issues/1795,C.6,C.6,C.6,C.6,C.6,C.8,C.6,C.6
https://github.com/mindspore-lab/mindnlp/issues/1794,B.4,B.4,B.4,B.4,B.4,B.3,B.4,B.4
https://github.com/mindspore-lab/mindnlp/issues/1793,B.2,B.2,B.2,B.2,B.3,B.1,B.2,B.2
https://github.com/mindspore-lab/mindnlp/issues/1792,C.10,C.5,C.5,C.1,C.9,C.5,C.5,C.5
https://github.com/mindspore-lab/mindnlp/issues/1791,C.4,B.1,B.1,B.1,B.1,B.1,B.1,B.1
